user_id,first_name,last_name,email,phone_number,account_number,routing_number,account_status,account_type,account_balance,card_number,card_expiration,card_cvv,card_status,card_provider,loan_issue_date,loan_duration,loan_interest,loan_amount,loan_type,loan_status
1e112020-95e6-4c9b-9bca-6511442f9a70,Nicholas,Hernandez,angelicamyers@gmail.com,6835534953,6479546078,171827557,Closed,Business,33385.64,4264442627752249,08/2021,686,Active,Visa,2024-01-31,68,7.38,4042.78,Mortgage,Ongoing
53d18a8f-dec9-4454-9e26-f9ffa7e208ca,Kimberly,Gilmore,sharongreen@molina-frank.biz,9806790127,9948786991,931236208,Active,Savings,20559.45,4268232006639509,01/2021,916,Active,Visa,2024-11-16,99,4.23,39633.23,Auto,Paid
9b6dfc48-1b14-48e3-9f5e-a3d640c9f525,Wendy,Padilla,woodstonya@ruiz-harmon.biz,9495139297,7859225352,525173391,Closed,Savings,60313.72,4967137009731250,04/2020,248,Inactive,MasterCard,2020-08-22,105,6.71,14552.08,Mortgage,Ongoing
a0f9f33c-6b92-4195-b289-95294c993afb,Kelly,Stark,markdavidson@johns.com,6718870513,4065491505,600723938,Active,Savings,9047.07,4982619413809654,05/2023,961,Active,Visa,2021-01-13,76,3.21,1344.49,Education,Defaulted
59e09140-70db-46e3-9ac4-f5d5f67e13eb,Paige,Brown,jasonbrewer@garza-johnson.org,7355688538,4924071893,551637733,Closed,Savings,47389.36,4901724949665278,05/2021,947,Active,Visa,2020-06-17,117,13.52,17498.54,Mortgage,Defaulted
ac1b0948-3eac-427d-b5af-464ddff049ff,Eric,Webb,johnking@choi.com,9420627788,9934057332,379536315,Suspended,Checking,78261.1,4316079509940405,06/2022,384,Blocked,Visa,2024-04-02,117,14.15,33815.41,Education,Ongoing
d531ede5-8824-49d3-8c92-0ea479838bac,Blake,White,estradaisaac@cummings.net,6719124916,3236689755,865741841,Active,Checking,4590.61,4496396160770400,06/2021,184,Active,American Express,2022-12-30,18,4.44,26202.86,Education,Ongoing
35935654-f774-448a-af4f-fd2557d36b42,Jacob,Harris,griffinbethany@yahoo.com,4812707417,7774935594,283745741,Closed,Savings,51550.87,4959790260624771,04/2022,374,Active,MasterCard,2020-01-03,12,11.96,12176.79,Personal,Paid
3f40032b-2a7f-4e79-8554-0d2e49b786c9,John,Robinson,hjackson@black.com,6337069847,6827177466,894994118,Suspended,Business,36288.37,4909418603342051,07/2023,860,Blocked,MasterCard,2020-05-27,73,4.49,33720.32,Auto,Ongoing
ca332a81-a256-4224-aeba-93f68d8413cb,Kimberly,Mclean,ngreene@dillon-coleman.com,4020716472,7172267125,845019785,Closed,Business,49649.36,4223241090124950,02/2024,512,Active,MasterCard,2021-04-03,112,6.07,36334.87,Personal,Paid
7c557a40-b658-4f07-a3a5-58b3c97a42b6,Christina,Jimenez,tammymiller@yahoo.com,5759579514,7805421167,607801854,Active,Savings,27646.79,4218489700318046,09/2023,712,Inactive,American Express,2023-12-25,55,10.96,28166.08,Personal,Ongoing
6828b3bd-0447-40fd-b765-f825e35b0e27,Brenda,Reed,christopher34@roberts-kennedy.com,4489373138,2661050295,620600311,Active,Business,17831.76,4260952058377362,02/2024,759,Active,Visa,2020-09-14,62,3.54,23660.77,Auto,Ongoing
5881d2ea-4b3b-4b29-a380-715413b26786,Monica,Walter,murphyjustin@yahoo.com,7072923374,7460399935,714597164,Suspended,Savings,9437.34,4648290425283111,06/2022,159,Inactive,MasterCard,2021-05-11,80,14.24,4723.82,Education,Defaulted
9892c10f-9a6b-4938-b4a8-1aa1f03f2e6d,Timothy,Compton,dlloyd@russell-hoover.com,2003478465,7157704722,414660843,Active,Savings,87494.26,4044814614111285,03/2020,874,Blocked,MasterCard,2022-09-18,33,4.02,4878.03,Auto,Paid
eaa9ae87-e83c-4fa7-bcfd-d4be7e10e0e4,Jacob,Macias,jamesmichael@hotmail.com,1367846699,4640095737,986157924,Active,Business,23434.45,4933697999835105,01/2023,849,Inactive,Visa,2021-11-24,46,4.82,28648.32,Mortgage,Ongoing
a9f2e91a-f0da-428a-b74e-f66314037119,Amanda,Hayden,danielle79@neal.com,9176777173,8394770471,494291959,Active,Business,92043.62,4844951353136969,09/2020,956,Active,American Express,2024-03-14,54,14.66,34133.23,Personal,Defaulted
8b1c9dbc-ad98-49e6-b8e6-493ed25c1ddf,Sarah,Smith,walkercasey@yahoo.com,1313632635,5283782357,198448320,Closed,Business,15295.95,4594761564654881,10/2020,726,Active,American Express,2021-05-29,100,1.98,2295.36,Personal,Ongoing
ff332a89-e57c-4e56-a45b-b9f3ad36bd26,Christopher,Dixon,jgay@wright-welch.com,9647781150,1102349078,697700202,Active,Savings,26049.93,4817921981351733,01/2021,583,Inactive,MasterCard,2024-11-11,72,13.98,14131.37,Education,Paid
0457005b-a0da-43e4-9dbe-e9a5ef4b3a8d,Michelle,Aguirre,josephwilson@holland-wallace.org,2982183136,5683926926,712887404,Active,Savings,27302.97,4679864058286488,10/2021,143,Active,American Express,2024-05-03,61,9.82,31073.53,Personal,Defaulted
471b6f73-920a-4799-8ebd-c991a851fe73,Christopher,Hale,ashley62@hotmail.com,8923396879,2163071573,855333474,Active,Savings,56082.85,4535725385841122,02/2023,650,Inactive,Visa,2023-11-01,94,10.87,8854.16,Auto,Defaulted
5bf5512c-d0cb-4087-80ec-c572647c2804,Terri,Gonzalez,mooredouglas@hotmail.com,9628434709,6602601850,327591321,Active,Checking,91768.04,4790456554283160,02/2021,350,Blocked,American Express,2021-09-15,42,4.32,7369.59,Auto,Defaulted
09aad8d1-85c3-44ad-b296-22e962ddde74,Veronica,Frey,codysmith@banks.com,5191007342,5778498701,531568352,Active,Checking,99687.11,4337166170005953,12/2022,618,Blocked,MasterCard,2021-06-13,103,5.23,49534.88,Mortgage,Ongoing
1e759429-f754-49c8-80aa-cdcb276c310b,Trevor,Harris,johnsonsherry@yahoo.com,4487533048,3615660574,429563187,Suspended,Savings,46020.04,4951007609326536,11/2021,982,Blocked,American Express,2024-04-13,87,10.28,36145.23,Personal,Defaulted
84d804c8-16b2-4c77-9517-8bebd9d083f2,Jessica,Cruz,amandalane@petty.com,2676767409,8100717969,458011356,Closed,Savings,11043.42,4416012654278496,04/2023,412,Inactive,Visa,2020-03-25,86,4.65,4183.8,Auto,Paid
2310a764-2c5d-4618-abd6-9414cf00f6b1,Anna,Anderson,rbass@gmail.com,8136343395,3388808394,567802534,Suspended,Savings,42780.26,4991412487034944,09/2024,308,Active,American Express,2023-12-16,119,8.62,31179.05,Mortgage,Defaulted
4c15ef43-4266-436c-bc7c-3aaf19598d78,Jimmy,Osborn,fullerdanielle@evans-klein.com,3306476057,1661706311,618071540,Suspended,Checking,57602.17,4762916949610985,07/2020,469,Inactive,Visa,2024-10-22,12,8.78,13384.7,Auto,Defaulted
81a2965c-639a-47dc-a06a-bbebd94aaca5,Roger,Roth,miranda36@vasquez-smith.info,4283326672,8151988036,210522763,Active,Savings,69178.77,4806870972321693,09/2023,164,Active,MasterCard,2021-03-21,102,7.87,4280.88,Personal,Defaulted
2fd4c09b-358d-4e0c-9644-3d19a07f60f2,David,Mccoy,hhernandez@yahoo.com,6221174993,9697678731,355102299,Active,Savings,91584.54,4853460406117984,01/2022,299,Blocked,Visa,2021-02-21,85,11.21,42412.72,Mortgage,Defaulted
b34fd13b-a940-47df-aa5a-10ffbdd7ebf6,Michael,Howard,mark25@tran.com,4025201333,6807752027,372512365,Closed,Business,53989.77,4858093637180136,06/2021,946,Blocked,American Express,2023-04-20,47,10.46,18302.5,Education,Paid
4a31f21c-5d94-4d56-9769-006319969796,Diana,Martin,heather07@james.biz,5720442286,8831948546,562906649,Closed,Savings,81035.05,4568684798879520,09/2024,171,Blocked,American Express,2024-08-15,28,11.98,6078.88,Personal,Paid
5ed42785-47e6-48f5-9c1e-99063479b88e,Michael,Kelley,alyssa27@huang.com,2174200836,2445992363,618973181,Suspended,Savings,49623.39,4507538180276162,04/2021,402,Active,American Express,2024-02-27,17,9.98,44301.39,Mortgage,Ongoing
348eb39c-e9cb-4278-b5d7-19dfb1fdf659,Sarah,Frazier,michelle24@williams.com,7143953918,1903498852,117484938,Suspended,Checking,58665.2,4094381515201272,05/2021,910,Blocked,Visa,2022-09-26,79,13.29,11552.55,Auto,Defaulted
edc67e9e-9140-4bf4-98e5-c199c124852b,Edward,Williamson,franklin85@mckay-jordan.com,4102610522,1327418530,315363573,Active,Savings,85112.55,4075788727258919,07/2024,482,Inactive,Visa,2023-07-28,45,5.19,34865.58,Mortgage,Defaulted
24c9b9ae-530a-4da6-a3c6-7b19eed1a472,Stephanie,Williams,julie59@tucker.org,4386618648,5367548862,353139285,Suspended,Savings,39507.81,4531855422017024,07/2021,942,Blocked,MasterCard,2020-07-07,73,2.77,44165.5,Education,Paid
dbfa32bf-445e-420b-ab30-2c1490caa8fb,Shane,Garcia,xrussell@burke.info,9037609514,1649692459,145886331,Suspended,Savings,49684.22,4381314713694322,06/2022,749,Active,Visa,2022-12-25,12,9.34,39829.84,Personal,Ongoing
2b58f965-ceec-48ab-9345-d88407b5c25a,Oscar,Larson,jennifer47@hotmail.com,2098964227,9443692337,188708928,Active,Business,39386.82,4310038551379313,07/2022,889,Blocked,MasterCard,2023-11-14,103,11.21,14126.99,Auto,Defaulted
6cabc271-0792-4f91-9a6c-495b3a94c463,Melissa,Johnson,ywagner@yahoo.com,372029835,1884713932,860033468,Suspended,Checking,52231.23,4484225485869982,02/2023,577,Active,Visa,2021-10-14,81,3.04,15997.72,Mortgage,Paid
995ac846-1c68-48dc-a20a-41fbec8d1fb9,Cynthia,Howell,pbrewer@gmail.com,244832941,8929298014,168223933,Suspended,Savings,68291.72,4172552001030752,02/2024,390,Active,MasterCard,2021-06-14,99,9.73,5534.89,Mortgage,Paid
e490d99e-0ed9-4908-8a86-061d2eb5dacb,John,Lowe,jennifergardner@yahoo.com,1721722173,3882545438,220494982,Closed,Business,19989.83,4870732776270888,06/2022,732,Blocked,American Express,2023-10-12,81,2.98,5889.58,Auto,Paid
e490d99e-0ed9-4908-8a86-061d2eb5dacb,John,Lowe,jennifergardner@yahoo.com,1721722173,4436141260,223465895,Suspended,Savings,4342.59,4870732776270888,06/2022,732,Blocked,American Express,2023-10-12,81,2.98,5889.58,Auto,Paid
2b58f965-ceec-48ab-9345-d88407b5c25a,Oscar,Larson,jennifer47@hotmail.com,2098964227,9192857135,738053237,Closed,Savings,66322.93,4310038551379313,07/2022,889,Blocked,MasterCard,2023-11-14,103,11.21,14126.99,Auto,Defaulted
2b58f965-ceec-48ab-9345-d88407b5c25a,Oscar,Larson,jennifer47@hotmail.com,2098964227,2114430912,356899885,Active,Business,45112.48,4310038551379313,07/2022,889,Blocked,MasterCard,2023-11-14,103,11.21,14126.99,Auto,Defaulted
2b58f965-ceec-48ab-9345-d88407b5c25a,Oscar,Larson,jennifer47@hotmail.com,2098964227,1536717464,228608073,Closed,Business,92320.17,4310038551379313,07/2022,889,Blocked,MasterCard,2023-11-14,103,11.21,14126.99,Auto,Defaulted
5bf5512c-d0cb-4087-80ec-c572647c2804,Terri,Gonzalez,mooredouglas@hotmail.com,9628434709,9526652787,419246184,Active,Savings,55631.03,4790456554283160,02/2021,350,Blocked,American Express,2021-09-15,42,4.32,7369.59,Auto,Defaulted
5bf5512c-d0cb-4087-80ec-c572647c2804,Terri,Gonzalez,mooredouglas@hotmail.com,9628434709,7212080661,109949886,Active,Savings,32136.44,4790456554283160,02/2021,350,Blocked,American Express,2021-09-15,42,4.32,7369.59,Auto,Defaulted
81a2965c-639a-47dc-a06a-bbebd94aaca5,Roger,Roth,miranda36@vasquez-smith.info,4283326672,3280412759,231705877,Active,Savings,87431.93,4806870972321693,09/2023,164,Active,MasterCard,2021-03-21,102,7.87,4280.88,Personal,Defaulted
81a2965c-639a-47dc-a06a-bbebd94aaca5,Roger,Roth,miranda36@vasquez-smith.info,4283326672,4415246829,809233013,Active,Business,56503.96,4806870972321693,09/2023,164,Active,MasterCard,2021-03-21,102,7.87,4280.88,Personal,Defaulted
8b1c9dbc-ad98-49e6-b8e6-493ed25c1ddf,Sarah,Smith,walkercasey@yahoo.com,1313632635,5960022429,927468351,Suspended,Checking,50393.75,4594761564654881,10/2020,726,Active,American Express,2021-05-29,100,1.98,2295.36,Personal,Ongoing
8b1c9dbc-ad98-49e6-b8e6-493ed25c1ddf,Sarah,Smith,walkercasey@yahoo.com,1313632635,6160736267,259486593,Suspended,Savings,23725.79,4594761564654881,10/2020,726,Active,American Express,2021-05-29,100,1.98,2295.36,Personal,Ongoing
8b1c9dbc-ad98-49e6-b8e6-493ed25c1ddf,Sarah,Smith,walkercasey@yahoo.com,1313632635,3659492209,391322434,Closed,Savings,38431.94,4594761564654881,10/2020,726,Active,American Express,2021-05-29,100,1.98,2295.36,Personal,Ongoing
5881d2ea-4b3b-4b29-a380-715413b26786,Monica,Walter,murphyjustin@yahoo.com,7072923374,8093043154,790981985,Suspended,Business,60826.29,4648290425283111,06/2022,159,Inactive,MasterCard,2021-05-11,80,14.24,4723.82,Education,Defaulted
5881d2ea-4b3b-4b29-a380-715413b26786,Monica,Walter,murphyjustin@yahoo.com,7072923374,2298465867,837631636,Closed,Checking,53268.57,4648290425283111,06/2022,159,Inactive,MasterCard,2021-05-11,80,14.24,4723.82,Education,Defaulted
5881d2ea-4b3b-4b29-a380-715413b26786,Monica,Walter,murphyjustin@yahoo.com,7072923374,2193351429,529498227,Active,Business,37173.52,4648290425283111,06/2022,159,Inactive,MasterCard,2021-05-11,80,14.24,4723.82,Education,Defaulted
5881d2ea-4b3b-4b29-a380-715413b26786,Monica,Walter,murphyjustin@yahoo.com,7072923374,3677155320,221878706,Suspended,Business,8393.38,4648290425283111,06/2022,159,Inactive,MasterCard,2021-05-11,80,14.24,4723.82,Education,Defaulted
dbfa32bf-445e-420b-ab30-2c1490caa8fb,Shane,Garcia,xrussell@burke.info,9037609514,3783234782,301461037,Suspended,Checking,31352.84,4381314713694322,06/2022,749,Active,Visa,2022-12-25,12,9.34,39829.84,Personal,Ongoing
dbfa32bf-445e-420b-ab30-2c1490caa8fb,Shane,Garcia,xrussell@burke.info,9037609514,9258717478,650709005,Closed,Savings,87683.51,4381314713694322,06/2022,749,Active,Visa,2022-12-25,12,9.34,39829.84,Personal,Ongoing
dbfa32bf-445e-420b-ab30-2c1490caa8fb,Shane,Garcia,xrussell@burke.info,9037609514,6106638349,769946218,Suspended,Savings,36496.71,4381314713694322,06/2022,749,Active,Visa,2022-12-25,12,9.34,39829.84,Personal,Ongoing
24c9b9ae-530a-4da6-a3c6-7b19eed1a472,Stephanie,Williams,julie59@tucker.org,4386618648,2837846402,991965295,Active,Checking,62019.78,4531855422017024,07/2021,942,Blocked,MasterCard,2020-07-07,73,2.77,44165.5,Education,Paid
24c9b9ae-530a-4da6-a3c6-7b19eed1a472,Stephanie,Williams,julie59@tucker.org,4386618648,5486781098,526563892,Suspended,Savings,36512.08,4531855422017024,07/2021,942,Blocked,MasterCard,2020-07-07,73,2.77,44165.5,Education,Paid
995ac846-1c68-48dc-a20a-41fbec8d1fb9,Cynthia,Howell,pbrewer@gmail.com,9244832941,9547261921,182401437,Active,Checking,50699.3,4172552001030752,02/2024,390,Active,MasterCard,2021-06-14,99,9.73,5534.89,Mortgage,Paid
995ac846-1c68-48dc-a20a-41fbec8d1fb9,Cynthia,Howell,pbrewer@gmail.com,9244832941,4172858253,946239143,Closed,Savings,99961.54,4172552001030752,02/2024,390,Active,MasterCard,2021-06-14,99,9.73,5534.89,Mortgage,Paid
995ac846-1c68-48dc-a20a-41fbec8d1fb9,Cynthia,Howell,pbrewer@gmail.com,9244832941,8550199554,485991956,Closed,Savings,97600.38,4172552001030752,02/2024,390,Active,MasterCard,2021-06-14,99,9.73,5534.89,Mortgage,Paid
4a31f21c-5d94-4d56-9769-006319969796,Diana,Martin,heather07@james.biz,5720442286,7130939314,577128035,Active,Checking,43657.36,4568684798879520,09/2024,171,Blocked,American Express,2024-08-15,28,11.98,6078.88,Personal,Paid
4a31f21c-5d94-4d56-9769-006319969796,Diana,Martin,heather07@james.biz,5720442286,1347289508,278280138,Closed,Savings,50379.63,4568684798879520,09/2024,171,Blocked,American Express,2024-08-15,28,11.98,6078.88,Personal,Paid
4a31f21c-5d94-4d56-9769-006319969796,Diana,Martin,heather07@james.biz,5720442286,4773693061,546158205,Closed,Checking,20778.4,4568684798879520,09/2024,171,Blocked,American Express,2024-08-15,28,11.98,6078.88,Personal,Paid
